475	JZ140463	2014-04-30 00:00:00	轻油	精细化工	230.0	228.92	1820.1863	11	
476		2014-04-30 00:00:00	丁烷	宏源发燃气	16.0	16.52	0.0	1	
477		2014-04-30 00:00:00	丙烷	华锦化学	24.0	24.02	0.0	1	
478		2014-04-30 00:00:00	丙烷	华锦化学	24.0	24.06	0.0	1	
479		2014-04-30 00:00:00	丙烷	塔山石化	23.0	22.9	0.0	1	
480		2014-04-30 00:00:00	丙烷	三辉化工	13.0	13.1	0.0	1	
481	JZ140502	2014-05-01 00:00:00	轻油	精细化工	220.0	121.78	968.3006	6	
482	JZ140501	2014-05-01 00:00:00	轻油	精细化工	230.0	221.42	1760.5009	11	
483		2014-05-01 00:00:00	丁烷	廊坊中信	27.5	28.88	0.0	1	
484		2014-05-01 00:00:00	丁烷	盐山县金燕	27.0	29.02	0.0	1	
485		2014-05-01 00:00:00	丁烷	廊坊中信	27.5	29.04	0.0	1	
486		2014-05-01 00:00:00	丁烷	塔山石化	23.0	21.08	0.0	1	
487		2014-05-01 00:00:00	丙烷	华锦化学	24.0	24.02	0.0	1	
488		2014-05-01 00:00:00	丙烷	华锦化学	24.0	23.92	0.0	1	
503	JZ140507	2014-05-03 00:00:00	轻油	精细化工	220.0	226.88	1803.9599	11	
509		2014-05-02 00:00:00	丙烷	华锦化学	24.0	23.88	0.0	1	
510		2014-05-02 00:00:00	丙烷	华锦化学	24.0	24.06	0.0	1	
511		2014-05-02 00:00:00	丙烷	葫芦岛液	18.0	18.5	0.0	1	
512		2014-05-02 00:00:00	丁烷	朝顺达	27.5	28.56	0.0	1	
513		2014-05-02 00:00:00	丁烷	朝顺达	27.5	28.94	0.0	1	
514		2014-05-02 00:00:00	丁烷	朝顺达	25.0	28.46	0.0	1	
515	JZ140503	2014-05-02 00:00:00	轻油	精细化工	230.0	225.34	1791.6958	11	
504	JZ140506	2014-05-03 00:00:00	轻油	精细化工	230.0	221.7	1762.765	11	
505		2014-05-03 00:00:00	丙烷	华锦化学	24.0	23.84	0.0	1	
506		2014-05-03 00:00:00	丙烷	华锦化学	24.0	23.8	0.0	1	
507		2014-05-03 00:00:00	丙烷	宏源发燃气	5.0	6.22	0.0	1	
508		2014-05-03 00:00:00	丁烷	宏源发燃气	20.0	20.2	0.0	1	
516	JZ140504	2014-05-02 00:00:00	轻油	精细化工	220.0	180.62	1436.0988	9	
517	JZ140508	2014-05-04 00:00:00	轻油	精细化工	220.0	122.22	971.7597	6	
518	JZ140507	2014-05-04 00:00:00	轻油	精细化工	230.0	226.3	1799.3058	11	
